issuer_1,issuer_2,n_overlap_days,cointegrated,trace_stat,crit_95,phi,half_life_days,phi_t_stat
HON,JNJ,19,True,29.57291128276002,15.4943,-0.29363614753351575,0.5656433280792488,-1.25964146251486
PG,WFC,19,True,23.187895546618723,15.4943,-0.3024527322876298,0.5796367574806244,-1.2856528615291547
HON,KO,19,True,19.635728668176707,15.4943,-0.30429675613821,0.5825980953860318,-1.3111684489595883
HUM,NSC,18,True,18.20220535387367,15.4943,-0.3046186537315972,0.5831162860349169,-1.293628890050042
KO,MSFT,20,True,37.647437695293014,15.4943,-0.3064974732863488,0.5861482909720288,-1.522153560282231
INTC,UNH,21,True,22.91888994689769,15.4943,-0.30729782471072387,0.5874437860372778,-1.3109816466315707
HON,TMO,19,True,17.534130665059138,15.4943,-0.3095921742396006,0.5911705984112408,-1.3185389196950044
HUM,INTC,18,True,16.067856922085507,15.4943,-0.3099272494653994,0.5917165051792682,-1.4285310122247281
KMI,NSC,18,True,24.84104348576455,15.4943,-0.3102962810937316,0.592318217230896,-1.2878924321211693
ABBV,JNJ,19,True,23.019120874249463,15.4943,0.3105922334073975,0.5928011390192571,1.3587379192127322
HD,HON,19,True,21.572551284363804,15.4943,-0.3129050708174317,0.5965864315793235,-1.339737461190323
MSFT,NSC,18,True,32.856974232055066,15.4943,-0.31402593618174707,0.5984281536208033,-1.498451809798784
AXP,HON,19,True,24.446488057221877,15.4943,-0.31507887888217867,0.6001626269814658,-1.3594853316748756
JNJ,VZ,20,True,23.782539633889932,15.4943,0.3156403299284075,0.6010892186119684,1.4285368630704334
CL,MSFT,18,True,31.413851199750777,15.4943,-0.31616946662832646,0.6019635887683086,-1.5484671303836424
AEP,UPS,18,True,18.775358114281985,15.4943,-0.3167898553579356,0.6029901224262542,-1.4673687634208703
BA,JNJ,19,True,31.44226051423697,15.4943,-0.32123326087908,0.6103862782514357,-1.3546879086856456
CL,GS,18,True,21.58996533447853,15.4943,-0.32393740544355354,0.6149255867180066,-1.2227673621479858
HON,PG,19,True,17.532529016051008,15.4943,-0.32572105095520354,0.6179357841785147,-1.4027947677194197
HON,VZ,19,True,18.032937171916757,15.4943,-0.3271509813846952,0.6203583638018504,-1.3945294881146517
CL,T,18,True,20.302896119620858,15.4943,-0.32910190160319575,0.6236771292466239,-1.5593441930839977
CSCO,HON,19,True,17.890784596289002,15.4943,-0.33657484627862966,0.6365369403717084,-1.44414433160008
NSC,VZ,18,True,30.639573362538307,15.4943,-0.34412198556226586,0.6497691902749487,-1.415482220365097
AEP,TGT,18,True,16.173939525892287,15.4943,-0.34868806335988956,0.6578985813445193,-1.5050838200888335
AXP,TAP,18,True,17.051623469076187,15.4943,-0.3497115164667329,0.6597338368421926,-1.3139608375737217
HON,ORCL,19,True,24.49967080098074,15.4943,-0.3514711070934701,0.6629005086257651,-1.5157179567771009
T,TAP,18,True,20.3726251021743,15.4943,-0.3542064445155375,0.667852044461996,-1.6802059109546477
BA,C,19,True,35.18712829369196,15.4943,-0.3550663308373793,0.6694159438497117,-1.4086548547127042
HUM,UPS,18,True,15.920383388195509,15.4943,-0.35950381327154535,0.6775430293960385,-1.4021223624832584
JNJ,TAP,18,True,19.67392003977421,15.4943,0.36479880038421875,0.687366899760637,1.5655053639464425
HD,WFC,19,True,25.473727468354006,15.4943,-0.36995144472651587,0.69706222186862,-1.6056954177761207
HUM,T,18,True,20.16090563088953,15.4943,-0.371106645443956,0.69925460759795,-1.7455223103591704
SBUX,UPS,19,True,16.053195617311438,15.4943,-0.37121777545595835,0.699465880609301,-1.8201305057840476
AXP,UPS,19,True,18.789830106342272,15.4943,-0.37355471106012694,0.7039236869221973,-1.6487479550851245
ABBV,NSC,18,True,17.19651573327646,15.4943,-0.3741017609332079,0.7049713617054604,-1.5863847010739527
NSC,T,18,True,26.803444311085155,15.4943,-0.37767755176400974,0.711858754480628,-1.7545868108723723
CSCO,TGT,19,True,18.31505185014347,15.4943,-0.3798426216380095,0.716062419913517,-1.6169150468815299
VZ,WFC,19,True,19.195356394785087,15.4943,-0.38389796567692164,0.7240053937643185,-1.6384135544819587
AXP,HUM,18,True,16.588415602806073,15.4943,-0.3848925117964349,0.7259673105176332,-1.6615569099317657
HON,WFC,19,True,18.99630949810891,15.4943,-0.3850732575760719,0.7263244591774136,-1.675688041996222
PG,TGT,19,True,16.49789862189598,15.4943,-0.3851019443281132,0.7263811602956913,-1.6787511724965463
HON,INTC,19,True,26.223793583330217,15.4943,-0.38837979628967867,0.7328906985815044,-1.6856915487382549
GS,NSC,18,True,22.453247043722268,15.4943,-0.3941103904712756,0.7444196576335621,-1.640567966315525
HON,HUM,18,True,18.750882940468127,15.4943,-0.3981090500792202,0.7525788468166477,-1.909152299353584
TAP,UPS,18,True,20.583690254555805,15.4943,-0.40967293335952537,0.7767258654142773,-1.9686845791070273
AXP,NSC,18,True,19.67782319931117,15.4943,-0.4152879841302594,0.7887580117650176,-1.8253611521541253
TGT,WFC,19,True,17.73391900291482,15.4943,-0.4225692486204551,0.8046733418074528,-1.8751609285081685
NSC,PEP,18,True,16.820814868972285,15.4943,-0.4265927135269456,0.813624122164875,-1.9642717297192829
INTC,NSC,18,True,27.304244144628466,15.4943,-0.43209996049182214,0.8260619260723959,-1.8527919653311424
NSC,UPS,18,True,18.336217218361597,15.4943,-0.43354579980528923,0.8293636622653421,-2.107677174679459
CL,NSC,18,True,28.664014394205058,15.4943,-0.447821422951102,0.8628093830273141,-1.9484031298747972
BA,NSC,18,True,17.596088960706354,15.4943,-0.45537564196827107,0.8811574403533342,-1.9934493817515508
BA,HUM,18,True,19.282152938254768,15.4943,-0.45684927522184493,0.8847914562926715,-2.0142194602945684
AEP,HON,18,True,22.06895724410969,15.4943,-0.46216660769376283,0.8980569983729362,-2.0186685882543514
NSC,SBUX,18,True,19.405376958278303,15.4943,-0.46567145259898723,0.9069343407429867,-2.0615943027837482
HUM,KO,18,True,16.405985233331382,15.4943,-0.472179874978872,0.9237094151728108,-2.16063058606387
HON,NSC,18,True,18.812499930500096,15.4943,-0.47532477432750847,0.931953858010034,-2.0943520255171064
HD,NSC,18,True,21.65479981859801,15.4943,-0.4758244716582239,0.9332723142781463,-2.129822560187633
UPS,WFC,19,True,21.474338305761,15.4943,-0.5005024812327965,1.0014512293431572,-2.496392427121408
NSC,TMO,18,True,20.80587500259112,15.4943,-0.522412657574789,1.0675340823300292,-2.3906082566549736
NSC,PG,18,True,26.447631910497698,15.4943,-0.5226807526658294,1.0683782818425616,-2.4432754275375896
CAT,NSC,18,True,20.038978204828275,15.4943,-0.5323391102129231,1.099405457878065,-2.4534122931213402
TGT,TMO,19,True,22.18127055250833,15.4943,-0.5394020789681997,1.1228801264419441,-2.5741433186543112
CL,UPS,18,True,17.327568643694846,15.4943,-0.5583072821694558,1.1892462816810507,-3.414024021072015
HUM,TAP,18,True,17.335991005878487,15.4943,-0.5768752075780018,1.2599713613779053,-2.569219560955729
NSC,WFC,18,True,25.375622936598692,15.4943,-0.5776957530280077,1.2632352213587243,-2.752075972629007
GS,TGT,19,True,18.632900882856415,15.4943,-0.5882950719222383,1.3065266401222688,-2.68238943266198
HD,TGT,19,True,23.312556977532378,15.4943,-0.6208049276378342,1.4539362057294247,-3.102736383160383
AXP,HD,19,True,17.577855437375376,15.4943,0.6578020930022157,1.6548770568420268,3.9281618375547094
GS,TAP,18,True,25.150569146224946,15.4943,-0.8723320308610527,5.074835286916434,-3.378500957149273
GS,UPS,19,True,28.475756465860737,15.4943,-0.8849434721661401,5.670773311102758,-5.426705973555661
